id,r_peaks_mean,r_peaks_std,p_peaks_mean,p_peaks_std,q_peaks_mean,q_peaks_std,s_peaks_mean,s_peaks_std,t_peaks_mean,t_peaks_std,p_onsets_mean,p_onsets_std,t_offsets_mean,t_offsets_std
0,360.973552221515,60.549257566559135,23.02431808654307,53.339918475785,-75.46276243964532,36.93323356438753,-94.18785796739203,38.94372354393541,212.43773500094608,54.624508929099036,-30.508097531687042,44.256002315148606,-36.030337805301016,45.93173700019757
1,172.30184927076436,99.88852495157161,46.429802891893814,93.4177198761216,-56.26602646790917,78.05616902518602,-130.14679452095527,92.37832249659111,126.7167678711147,88.43275813273924,-21.24330222323254,98.72567404679891,-55.459282289584294,78.88542967647771
2,694.7071149065849,112.79054293240975,75.58134357146027,46.20699777862284,-20.52652999739372,34.77734419525875,-185.0486833008464,138.02752278768156,66.28223271597474,163.35439748391138,9.6736861794935,39.93590828819195,-98.65000821375367,110.90640860940721
3,373.3042977000294,206.86706245612828,159.7663629430317,110.40116324126038,-89.65438264529423,98.17798174146779,-417.8698311907822,119.83530078260337,175.86373483926022,91.36051409791581,41.140976079395415,94.40472383664087,-33.24497994987197,65.82506222568448
4,142.95824567147642,98.39342540978416,46.17655313496262,83.47523731498887,-92.11818000378922,66.80884058275478,-330.1872339829069,73.4354373503079,198.0517243556151,90.1031972573052,-25.835133877476146,78.50110953132562,-18.562399730387774,99.91195811034899
5,197.90768955190296,84.79809709917977,12.21753203614081,47.153319076313196,-32.33188135946345,25.836843275516333,-97.80343756588012,30.61984066457584,106.60851060918716,54.915926888655974,-30.6967044576476,29.40697596425028,-11.327435800841675,42.19796198602853
6,611.4649712527364,69.08392608559951,19.5151881311238,31.113825795318977,-73.48224970002475,30.616674533535434,-166.94851846840373,43.20161159032082,160.53120591649278,43.261749614494924,-62.33517746508651,36.917101607308574,-81.67228420321092,34.00474167438417
7,441.2245795865622,59.64441278080027,96.60095633341898,167.61198575903433,-112.26386405191289,61.57627829768943,-419.4599411812555,72.49015866532159,258.3042343221478,61.98329987334574,11.621303383262928,131.09654685994485,-53.29598248103936,75.13096656496967
8,527.9457668641834,106.7707241645846,54.76508602808916,63.17327794282904,-44.00781914046289,50.082386624720236,-116.22618738837986,62.20290949886995,94.4698996579193,72.56058699063513,-8.482012034030936,36.70859346798129,-24.129867788645672,31.088256695967274
9,468.91026179904804,208.80801481284166,125.12314858789227,161.03865083633136,-89.15665234361634,47.63802805083296,-179.7843709649678,112.95555505264956,46.04774299721477,266.77212280014345,-21.011344051751305,139.73417731650784,-62.491902797970624,177.9959123466175
10,627.4471106134604,26.213757002597294,12.623916993045654,12.7921260230161,-35.25955187233681,8.485530718597715,-62.07273089071516,10.432742595885623,63.79005752931164,10.981475601861083,-20.276048063430398,13.757806473316254,-48.70562869857307,13.355997112001461
11,87.61674916575674,68.28528551769426,64.44810742066056,43.2564691751711,-245.26828603831115,200.8928956095848,-385.552412869318,239.4227494440831,138.2283230182728,72.95215783963712,-9.679124011272712,65.26291070523828,-68.97959933340806,70.32328349697116
12,389.4278661617058,41.54532793612788,8.67166815308552,14.817845222907863,-32.58703483895428,27.08605529360517,-132.48650481271207,23.285055789950903,146.09559387190782,21.03253393615903,-21.643469434261874,13.246982352775781,-31.608420463900625,13.087586650419922
13,1088.9139892340356,169.2650453867718,56.580956723446874,98.72537744398487,-112.11904012645034,110.26497764813443,-153.30799797864202,98.28513796064914,210.07486534657133,89.5366857099212,-77.80179903275811,107.15813378029468,-92.70716458166676,89.75199367319873
14,452.2687851927571,63.163920232278656,47.70753431222905,186.489515347208,-439.70193316435353,51.81959080173846,-59.66291235524756,126.58379159446353,177.06248227665577,38.9093989557595,-44.40605436298748,105.99999853861775,15.756403745953284,46.98610254016182
15,274.7746260786477,235.86978149269822,514.6589658522735,815.899375991619,-146.8918924991196,189.16514676857912,-311.47708576600036,94.0490934962251,311.95413159770817,565.645211537443,-47.22399283534311,143.26997830765367,-60.344108459816354,150.54804227325434
16,115.88319121499009,36.30219358984478,46.84397790653331,22.493901537069263,-43.421848671343284,28.913960194580195,-119.41898134340444,39.62093798769107,31.034496304042094,22.01205649542764,20.31298847640265,21.60137675002683,10.147769817923999,20.312043667404943
17,607.1103888107876,293.76592026010496,76.69544148027107,151.2219246068927,-91.65799281174746,117.10804451919476,-447.4928892658048,115.53764447942099,149.7825832130909,87.42540781507932,-68.43813604690713,71.26156224505625,-65.12849319377673,81.74554481634257
18,123.76982768981681,27.135430149967615,77.9234674762309,19.04594263493339,-851.9107301875765,310.49212217650125,-212.736935956179,283.46039074699667,112.79825478592448,34.52999555780955,28.85011102533523,24.755450721237665,28.205910850443914,75.45070563157311
19,675.4732188774609,111.8740235903191,83.75450429145799,113.62616355771378,-43.44368797610836,136.3962458509334,-58.248446229113,94.13945099543236,198.50149683427804,124.90115329515565,-38.17741914571972,118.28543720918373,-115.78282806240317,149.29327784492625
20,276.1844745228273,220.15380442757873,74.93697688336435,25.683683114906604,-564.7282127664283,130.60071285090433,-57.28399915144483,159.13750014947215,90.01621135927515,67.70276209437118,-21.32209529341406,37.84685778955138,-77.76125584588523,86.61987247908839
21,481.00971189782086,119.21425943971207,41.32140043899458,125.41655450418114,-100.75008374966569,136.27374684156183,-146.51654407390672,111.45022102297679,206.5234475264612,147.46793337208842,-83.52216192857622,120.89575819354054,-65.48888187522265,132.67691546287438
22,555.7216171251582,182.1124707589762,63.1565805813381,120.44219044846909,-46.928118677423534,49.58960449447205,-118.10562877156957,34.84280585089767,83.98480294292057,99.5815517032745,-12.320213234326078,32.87658276879307,-15.691346514591142,27.380487810266708
23,704.8382644902576,90.53732384398008,37.20241166647498,42.04638790564314,-114.13370496322564,43.40415057321949,-125.47818500800753,28.680079209757686,319.3178190833895,32.142665312354,-55.71383520864678,33.5262254660502,-57.11722300742228,44.975411103642394
24,431.85538348001353,49.67359536436849,-1.1497107377070486,30.219242245988482,-85.64882572535136,29.132771764802637,-46.37999275239763,28.70698052570313,128.86754617942913,26.39692281077566,-36.95786256589275,29.673155306426473,-56.44754929249131,21.130297209628548
25,403.5436962096974,199.7020428727899,45.17513029336197,101.95376574922291,-83.92628777365245,124.79068107763165,-88.2037397185073,100.58179577862256,144.72768242749177,106.72475859652215,-40.36699177552667,79.88542642025455,-51.911583210711335,77.63919302541852
26,542.9293170912396,81.58509088396615,98.64568806052603,79.6480475266814,-40.07906059013963,46.17780040975995,-84.13964445054717,25.20089385541277,183.95916194773147,72.50882165260779,8.153393267563972,72.77550763823287,-68.57103551499371,63.084879806256424
27,903.3967551118883,30.339705543786504,32.16405280613935,25.18602122066072,-54.48638292353866,24.009991823222034,-115.11784782309954,32.166199338270836,297.55143656561876,29.76779119978017,-38.26435210349955,28.248119628249114,-125.20492343063086,22.11573881161953
28,575.1373153939596,210.44452059483808,78.73675011040795,191.75781882180132,-59.5035567098142,118.88771444516546,-208.2914475016351,142.48894174018304,130.29850852281726,136.0775360596346,-29.52205460777278,165.3160137247058,-46.768511477576844,107.96719948054098
29,445.11948464756904,119.61347745186349,113.96297088768628,94.56245501301089,-77.31447661672163,29.82399323666272,-375.7790822115949,58.16511565784501,151.95570942478452,61.91347923251821,38.65428667719037,75.99131331894785,-48.636538121144504,44.675767669782765
30,743.9925827612144,353.02126338439507,253.7019118996064,285.9516149981742,-188.21386227418805,201.82737860580423,-342.6368062486914,339.459389993811,468.00593533586186,341.77883251192344,-75.82807263494573,133.31089193996877,-138.03185912284945,159.36514166149465
31,476.7481963505602,251.43084457481078,121.94911055608277,298.8047282126818,-150.97914019781638,431.2508882309979,-170.55227287444453,291.3738236612391,261.8990696984712,208.0887891744687,-14.490835955829974,248.73488244768825,-130.42606507578827,225.40017331572173
