id,mean_nni,sdnn,sdsd,rmssd,median_nni,nni_50,pnni_50,nni_20,pnni_20,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr
0,244.75757575757575,19.614798656634903,18.97732062818279,19.113426613851242,249.0,1.0,1.5384615384615385,1.0,1.5384615384615385,159.0,0.07809125643891185,0.08013969984758597,248.75424434800834,618.5567010309278,234.375,46.353477063622165
1,236.5142857142857,13.207331806439107,7.856024950805697,7.868402932354338,239.0,0.0,0.0,0.0,0.0,50.0,0.033268193118193026,0.05584158168946228,254.47703340004176,287.08133971291863,231.66023166023166,14.429011992732663
2,270.2068965517241,10.774902420323242,7.913434714432908,7.959720023791217,272.0,0.0,0.0,0.0,0.0,46.0,0.029457871450988424,0.039876489304412205,222.3906737985678,238.0952380952381,201.34228187919464,8.655137643221439
3,115.04054054054055,14.746663601474276,16.005804445355242,16.007703624894663,114.0,1.0,1.36986301369863,16.0,21.91780821917808,84.0,0.13914836934596558,0.12818666821438934,529.6759825737612,697.6744186046511,352.94117647058823,65.21588151305522
4,183.66666666666666,16.448266004216205,11.561080156290124,11.5611024953977,180.0,0.0,0.0,2.0,4.545454545454546,88.0,0.06294611159018712,0.08955498731878152,328.8857008634632,363.6363636363636,237.15415019762847,25.144190671047227
5,268.10714285714283,75.2990774060417,94.64042121549527,94.69033350484757,258.0,18.0,66.66666666666667,24.0,88.88888888888889,278.0,0.35318094287141766,0.2808544248526932,243.65394457046895,458.01526717557255,146.69926650366747,75.63645177759597
6,213.925,9.590025534042637,6.2804288852154455,6.287961636211018,215.0,0.0,0.0,0.0,0.0,36.0,0.0293932996901298,0.04482891449827106,281.03242292984856,309.2783505154639,260.8695652173913,12.67383852650463
7,194.52380952380952,55.94519883724111,75.83746984336116,75.83936811509943,185.0,21.0,51.21951219512195,30.0,73.17073170731707,263.0,0.38987190463086613,0.2876007773762701,329.91208771539965,487.8048780487805,155.44041450777203,80.69085672769627
8,260.9384615384615,76.71128439705696,116.20130763672316,116.20207345396209,270.0,46.0,71.875,54.0,84.375,337.0,0.44532367045029986,0.2939822820475622,253.92857349416008,512.8205128205128,132.15859030837004,87.38001542012027
9,239.07692307692307,91.29664245237566,128.3007263770899,128.30529996847363,213.0,9.0,75.0,11.0,91.66666666666667,248.0,0.5366695301126633,0.3818714130890874,289.9503409577582,512.8205128205128,164.3835616438356,111.21207357681864
10,307.64,43.05120981652742,73.31775402694463,73.39732056871468,307.0,11.0,45.833333333333336,14.0,58.333333333333336,158.0,0.2385818507629524,0.13994022174141016,199.03712382601432,271.49321266968326,158.31134564643799,29.67068956874131
11,255.875,17.13843068812349,26.9116951161954,26.912642430289992,256.5,3.0,9.67741935483871,11.0,35.483870967741936,66.0,0.10517886636166093,0.06697969980702878,235.52295086036244,269.05829596412553,207.61245674740485,15.725473404143298
