id,absolute_maximum,absolute_sum_of_changes,benford_correlation,cid_ce,count_above_mean,count_below_mean,kurtosis,longest_strike_above_mean,longest_strike_below_mean,mean_abs_change,mean_second_derivative_central,number_crossing_m,ratio_value_number_to_time_series_length,root_mean_square,skewness,standard_deviation,sum_of_reoccurring_data_points,sum_values,value_count,variance_larger_than_standard_deviation,variation_coefficient
0,1.0,0.009145893049713385,0.8079986530034484,25.469282150268555,0.3188334762896704,0.6811665237103296,5.868714332580566,157.0,147.0,0.009146453812718391,4.089154376118791e-07,0.00012253400318588408,0.0438671731405465,0.2754632532596588,2.0923349857330322,0.11190490424633026,0.24596115835207288,0.251708745050775,0.44458091259002686,0.0,0.44458091259002686
1,1.0,0.0056738445915758265,0.36841445179142845,10.180046081542969,0.4345843563661873,0.5654156436338127,6.734583854675293,218.0,183.0,0.005674507934600115,-6.917116935037615e-06,0.00023383608090728398,0.09224833391792353,0.3408234715461731,1.7204147577285767,0.10945035517215729,0.3074371857316218,0.3227712327271864,0.3390957713127136,0.0,0.3390957713127136
2,1.0,0.004621577857113175,0.05049631014960574,18.926183700561523,0.4072948328267477,0.5927051671732523,13.103832244873047,240.0,234.0,0.004622139967978001,4.7428930065252915e-08,0.00024316109422492402,0.11951367781155015,0.39444032311439514,1.3294150829315186,0.07767388224601746,0.36240183224040295,0.3867168799867021,0.20085464417934418,0.0,0.20085464417934418
3,1.0,0.01432230429623643,-0.1497973878204922,23.748567581176758,0.4615119880692899,0.53848801193071,2.3606343269348145,115.0,141.0,0.014323947951197624,-1.9806319109270508e-07,0.00022943673282092462,0.13708844786050248,0.5055580735206604,-0.051566459238529205,0.12225828319787979,0.47144185949543876,0.4905525392193415,0.2492256611585617,0.0,0.2492256611585617
4,1.0,0.009475561947553215,-0.19958386942591452,18.20208168029785,0.4974001418104467,0.5025998581895533,1.9421868324279785,216.0,198.0,0.009476682171225548,-7.095559550797122e-07,0.0002363507445048452,0.10730323800519971,0.5201566219329834,-0.4231092035770416,0.11289125680923462,0.4985526853684126,0.5077583170534448,0.2223326563835144,0.0,0.2223326563835144
5,1.0,0.004330161142996426,0.35400577146523243,12.111374855041504,0.26858423608516996,0.73141576391483,33.105743408203125,172.0,263.0,0.004330700263381004,-2.9474039589769294e-07,0.00012451749470800648,0.08330220395965633,0.27511903643608093,4.799116134643555,0.08431405574083328,0.24420094933180372,0.261880932820866,0.32195568084716797,0.0,0.32195568084716797
6,1.0,0.009653127827139564,0.4001838872109295,25.730756759643555,0.3338255338482508,0.6661744661517492,13.365594863891602,89.0,133.0,0.00965422485023737,-9.748748664665265e-07,0.00022716946842344388,0.09291231258518855,0.29469969868659973,3.1115176677703857,0.1024315357208252,0.25737206162719806,0.2763253419521666,0.37069177627563477,0.0,0.37069177627563477
7,1.0,0.011294380401460642,-0.1826888441193097,21.31180763244629,0.38384669644956504,0.616153303550435,2.5678749084472656,158.0,300.0,0.011295708827674389,-2.7054491490546195e-06,0.00023512814483893723,0.12685163414060663,0.5231819152832031,0.3413615822792053,0.12115100026130676,0.48972323913343535,0.5089615051140371,0.23803569376468658,0.0,0.23803569376468658
8,1.0,0.008035880866325824,0.3378214299998877,38.25257873535156,0.3105723048434697,0.6894276951565302,22.003664016723633,137.0,269.0,0.008036346174776554,-3.934292903935249e-06,0.0001157340431687981,0.05161738325328395,0.30148088932037354,3.980398654937744,0.09625862538814545,0.2747033174404349,0.2857008724809762,0.3369210362434387,0.0,0.3369210362434387
9,1.0,0.009568379966114893,0.9064843147798566,7.25598669052124,0.36397268070574845,0.6360273192942516,5.437612056732178,122.0,218.0,0.009571103379130363,-6.500864931825624e-07,0.0005691519635742744,0.21485486624928857,0.2751382291316986,2.009387254714966,0.14440090954303741,0.19438878514135535,0.23419953695263587,0.6165721416473389,0.0,0.6165721416473389
10,1.0,0.007364562230012294,0.27994225658764293,18.738853454589844,0.21882126995558757,0.7811787300444124,26.397769927978516,60.0,200.0,0.007365446537733078,1.7509103690837951e-06,0.00024006721882126995,0.0583363341735686,0.15188468992710114,4.919742107391357,0.12105513364076614,0.07682238521357673,0.09173118033596282,1.319672703742981,0.0,1.319672703742981
11,1.0,0.008525345436699734,-0.35956455730343434,19.13031768798828,0.621882830211192,0.378117169788808,9.8356351852417,119.0,198.0,0.008526362478733063,-2.5107718578228903e-07,0.00023863500775563775,0.09891421071471185,0.674750804901123,-2.3211417198181152,0.10137002170085907,0.6504505028431021,0.6670927451228971,0.1519579142332077,0.0,0.1519579142332077
12,1.0,0.007187981794563916,0.16462905860745,26.49444007873535,0.2805157247861188,0.7194842752138811,15.40238094329834,111.0,200.0,0.007188848219811916,4.6119426149366216e-06,0.00024099289070972406,0.07193637787685263,0.34970104694366455,2.958751916885376,0.09281402826309204,0.32273964638143854,0.33715923275771176,0.27528247237205505,0.0,0.27528247237205505
13,1.0,0.007600603730981526,0.9547706560132485,22.6513729095459,0.3966425922311146,0.6033574077688855,14.933754920959473,179.0,180.0,0.007601345423609018,5.120564977995169e-07,0.00019519812609798947,0.11428850283037283,0.23085926473140717,3.193513870239258,0.10840746760368347,0.18395273167046283,0.20382301439281184,0.5318706035614014,0.0,0.5318706035614014
14,1.0,0.0070820966360486985,0.01759512420498047,21.56802749633789,0.40985932143279347,0.5901406785672065,10.264690399169922,194.0,176.0,0.007082934025675058,4.73218027885972e-07,0.00023643456673365647,0.11786263151672774,0.413433313369751,0.947555422782898,0.08691509813070297,0.3811917779516886,0.40419412755644873,0.21503305435180664,0.0,0.21503305435180664
