id,absolute_maximum,absolute_sum_of_changes,benford_correlation,cid_ce,count_above_mean,count_below_mean,kurtosis,longest_strike_above_mean,longest_strike_below_mean,mean_abs_change,mean_second_derivative_central,number_crossing_m,ratio_value_number_to_time_series_length,root_mean_square,skewness,standard_deviation,sum_of_reoccurring_data_points,sum_values,value_count,variance_larger_than_standard_deviation,variation_coefficient
0,738.0,8.908099497610587,0.9831582776459132,25.469280242919922,0.3188334762896704,0.6811665237103296,5.868714332580566,157.0,147.0,8.908645629882812,0.0003982843137254902,0.02701874770248744,0.0438671731405465,109.37996673583984,2.0923349857330322,108.9953842163086,5.633807131478985,9.16431809827227,11.893452644348145,1.0,11.893452644348145
1,869.0,7.194434701274407,0.972516265251767,10.180044174194336,0.4345843563661873,0.5654156436338127,6.734584808349609,218.0,183.0,7.195275783538818,-0.00877090398783768,0.02502046065707939,0.09224833391792353,139.16281127929688,1.7204149961471558,138.78306579589844,1.2800187068864726,10.273938968782883,13.508262634277344,1.0,13.508262634277344
2,1588.0,11.849726443768997,0.9838193073889558,18.92618179321289,0.4072948328267477,0.5927051671732523,13.103832244873047,240.0,234.0,11.851167678833008,0.00012161011796181443,0.020790273556231004,0.11951367781155015,199.76136779785156,1.3294154405593872,199.1558380126953,7.783100303951368,15.542127659574469,12.813936233520508,1.0,12.813936233520508
3,874.0,24.892164735574166,0.960335975549095,23.748567581176758,0.4615119880692899,0.53848801193071,2.3606343269348145,115.0,141.0,24.895021438598633,-0.00034423407917383823,0.030859240564414362,0.13708844786050248,213.56175231933594,-0.051566366106271744,212.48489379882812,-20.94539405758862,-21.419639784329473,-9.920096397399902,1.0,-9.920096397399902
4,737.0,13.417395414795557,0.9917037856288188,18.202083587646484,0.4974001418104467,0.5025998581895533,1.942186951637268,216.0,198.0,13.418981552124023,-0.0010047281323877068,0.026943984873552353,0.10730323800519971,160.8658447265625,-0.423109233379364,159.85400390625,-15.633538170645238,-18.014299220042542,-8.87372875213623,1.0,-8.87372875213623
5,1102.0,6.404308305316897,0.9920029996196384,12.111374855041504,0.26858423608516996,0.73141576391483,33.10573959350586,172.0,263.0,6.405106067657471,-0.00043591979075850045,0.03324617108703773,0.08330220395965633,125.12694549560547,4.7991156578063965,124.70048522949219,-2.401070850454489,10.321877723820197,12.081182479858398,1.0,12.081182479858398
6,1114.0,14.624488868696048,0.9654612904809614,25.730758666992188,0.3338255338482508,0.6661744661517492,13.365594863891602,89.0,133.0,14.626150131225586,-0.0014769370597591455,0.027601090413448433,0.09291231258518855,156.18234252929688,3.111517906188965,155.18377685546875,3.0839391185824625,17.632894139027716,8.800810813903809,1.0,8.800810813903809
7,792.0,17.42722783917235,0.9749982635342865,21.311805725097656,0.38384669644956504,0.616153303550435,2.5678746700286865,158.0,300.0,17.429277420043945,-0.00417450611476952,0.02292499412179638,0.12685163414060663,187.05503845214844,0.3413611054420471,186.93600463867188,-4.792499412179638,-6.672466494239361,-28.016027450561523,1.0,-28.016027450561523
8,897.0,9.988600196747873,0.9432045529637144,38.25258255004883,0.3105723048434697,0.6894276951565302,22.003662109375,137.0,269.0,9.989178657531738,-0.004890329301464205,0.025172154389213587,0.05161738325328395,119.99701690673828,3.980398416519165,119.64946746826172,2.0634801226780857,9.126207974075575,13.11053466796875,1.0,13.11053466796875
9,1045.0,12.572851451337508,0.9797807398606229,7.25598669052124,0.36397268070574845,0.6360273192942516,5.437612533569336,122.0,218.0,12.576430320739746,-0.0008542141230068337,0.0321570859419465,0.21485486624928857,193.65684509277344,2.009387493133545,189.7427978515625,7.401821286283438,38.73819009675584,4.898081302642822,1.0,4.898081302642822
10,893.0,7.0699795942864005,0.9800672506354762,18.73885154724121,0.21882126995558757,0.7811787300444124,26.397769927978516,60.0,200.0,7.070828437805176,0.0016808740545083444,0.02532709158564398,0.0583363341735686,118.10609436035156,4.919742107391357,116.21292877197266,8.542912015364301,21.061937342455888,5.517675399780273,1.0,5.517675399780273
11,961.0,12.157141152607087,0.9820180382380964,19.13031768798828,0.621882830211192,0.378117169788808,9.835633277893066,119.0,198.0,12.158592224121094,-0.00035803795202291446,0.031022551008232906,0.09891421071471185,144.88046264648438,-2.321141004562378,144.55364990234375,1.1709819830569144,-9.725689058584894,-14.863075256347656,1.0,-14.863075256347656
12,654.0,7.044222195445235,0.9655229168187391,26.49444007873535,0.2805157247861188,0.7194842752138811,15.402379035949707,111.0,200.0,7.045071125030518,0.004519705917801615,0.01711049524039041,0.07193637787685263,91.06488800048828,2.9587514400482178,90.95774841308594,-1.1124231835160863,4.4160742258103385,20.596969604492188,1.0,20.596969604492188
