id,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,triangular_index,tinn,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,csi,cvi,Modified_csi,sd1,sd2,ratio_sd2_sd1,sampen
0,244.75757575757575,19.614798656634903,18.97732062818279,1,1.5384615384615385,1,1.5384615384615385,19.113426613851242,249.0,159,0.07809125643891185,0.08013969984758597,248.75424434800834,618.5567010309278,234.375,46.353477063622165,inf,,0.6259497624932076,1.2804847569588227,0.48883812094714113,32.83353066189367,67.16646933810632,1.9064345194520302,0.0,1.790950557869903,3.7193767566680163,173.50571056997936,13.523421634050598,24.219779519812832,1.790950557869903,0.45256957729563785
1,236.5142857142857,13.207331806439107,7.856024950805697,0,0.0,0,0.0,7.868402932354338,239.0,50,0.033268193118193026,0.05584158168946228,254.47703340004176,287.08133971291863,231.66023166023166,14.429011992732663,inf,,0.33561493500931366,0.8019166364257584,0.41851599002259254,29.503790790255874,70.49620920974414,1.137531571435072,0.0,3.1579821145332314,3.205870338384933,224.9311834369571,5.638587767718105,17.806559321679636,3.1579821145332314,1.7047480922384253
2,270.2068965517241,10.774902420323242,7.913434714432908,0,0.0,0,0.0,7.959720023791217,272.0,46,0.029457871450988424,0.039876489304412205,222.3906737985678,238.0952380952381,201.34228187919464,8.655137643221439,inf,,0.22787060947539645,0.5904761293920802,0.3859099430657743,27.845239511890806,72.1547604881092,0.8183467388674766,0.0,2.48010632591875,3.1100846018549047,140.19991523629835,5.69832426866877,14.132450065861752,2.48010632591875,2.3978952727983707
3,115.04054054054055,14.746663601474276,16.005804445355242,1,1.36986301369863,16,21.91780821917808,16.007703624894663,114.0,84,0.13914836934596558,0.12818666821438934,529.6759825737612,697.6744186046511,352.94117647058823,65.21588151305522,inf,,0.5505355186419297,1.549064199679782,0.3553987747930233,26.220975066713827,73.77902493328618,2.099599718321712,0.0,1.5326121034481965,3.5030676146478466,107.07354554563474,11.396137760661265,17.46585866455248,1.5326121034481965,1.890850371872286
4,183.66666666666666,16.448266004216205,11.561080156290124,0,0.0,2,4.545454545454546,11.5611024953977,180.0,88,0.06294611159018712,0.08955498731878152,328.8857008634632,363.6363636363636,237.15415019762847,25.144190671047227,inf,,1.1464768325494359,2.480655091137683,0.4621669641399589,31.608357696126976,68.39164230387303,3.6271319236871187,0.0,2.6291822987794764,3.458891732158343,228.65300620064602,8.269429040727022,21.741836454892432,2.6291822987794764,0.46430560813109784
5,268.10714285714283,75.2990774060417,94.64042121549527,18,66.66666666666667,24,88.88888888888889,94.69033350484757,258.0,278,0.35318094287141766,0.2808544248526932,243.65394457046895,458.01526717557255,146.69926650366747,75.63645177759597,9.333333333333334,,15.005500386365988,42.39682961025906,0.3539297755116812,26.140925616169643,73.85907438383036,57.40232999662505,0.0,1.1993111606504758,4.950565607445178,392.3562874578856,68.19568166057874,81.78784212369906,1.1993111606504758,inf
6,213.925,9.590025534042637,6.2804288852154455,0,0.0,0,0.0,6.287961636211018,215.0,36,0.0293932996901298,0.04482891449827106,281.03242292984856,309.2783505154639,260.8695652173913,12.67383852650463,inf,,0.30140271039879596,0.6947693080696223,0.43381696182899404,30.256090796667095,69.7439092033329,0.9961720184684183,0.0,2.8438363889660376,2.964254209144474,145.54055111464552,4.498987740398845,12.794385049658324,2.8438363889660376,inf
7,194.52380952380952,55.94519883724111,75.83746984336116,21,51.21951219512195,30,73.17073170731707,75.83936811509943,185.0,263,0.38987190463086613,0.2876007773762701,329.91208771539965,487.8048780487805,155.44041450777203,80.69085672769627,42.0,,15.849390854743469,39.481855406451935,0.4014348031919857,28.644557868668276,71.35544213133173,55.3312462611954,0.0,1.0600493180521908,4.698907593876539,244.0298221539912,54.29136615544308,57.55152566919923,1.0600493180521908,inf
8,260.9230769230769,76.74069725630993,116.21046034565907,46,71.875,54,84.375,116.21128387553422,270.0,338,0.4453852271173187,0.29411234207901804,253.9965868247729,517.2413793103449,132.15859030837004,87.58298552222497,21.666666666666668,,20.173006496784406,53.280121481889594,0.37862163102689994,27.463781396268562,72.53621860373144,73.453127978674,0.0,0.8467849288487942,4.9681929744576525,237.55061928061258,82.82280521385438,70.13310322007122,0.8467849288487942,1.0788096613719298
9,239.07692307692307,91.29664245237566,128.3007263770899,9,75.0,11,91.66666666666667,128.30529996847363,213.0,248,0.5366695301126633,0.3818714130890874,289.9503409577582,512.8205128205128,164.3835616438356,111.21207357681864,13.0,,39.98219763395872,93.5954084732254,0.4271811864082662,29.93181177530354,70.06818822469646,133.57760610718412,0.0,0.9255371916798476,5.123730653257631,324.6804500217936,94.75636622092439,87.70054108590153,0.9255371916798476,inf
10,307.64,43.05120981652742,73.31775402694463,11,45.833333333333336,14,58.333333333333336,73.39732056871468,307.0,158,0.2385818507629524,0.13994022174141016,199.03712382601432,271.49321266968326,158.31134564643799,29.67068956874131,4.166666666666667,,9.329557447020441,22.701372565571816,0.4109688707179474,29.12671422076328,70.87328577923672,32.03093001259226,0.0,0.5671756038087965,4.405709239892999,68.14451941437227,52.958522189197915,30.036781799479876,0.5671756038087965,0.6190392084062235
11,255.875,17.13843068812349,26.9116951161954,3,9.67741935483871,11,35.483870967741936,26.912642430289992,256.5,66,0.10517886636166093,0.06697969980702878,235.52295086036244,269.05829596412553,207.61245674740485,15.725473404143298,inf,,1.0832599533712692,2.744352933941881,0.3947232660834615,28.30118889404408,71.69881110595591,3.8276128873131503,0.0,0.754935313096238,3.6551222746590284,44.098696060092855,19.34399965313909,14.603468434676078,0.754935313096238,inf
12,323.4583333333333,8.885646298662104,5.687182551019444,0,0.0,0,0.0,5.6913359018622405,324.0,32,0.01759526750543524,0.027470760165901137,185.6301243950658,194.80519480519482,176.47058823529412,5.015927219151329,3.0,,0.03167215512141251,0.10433872474663708,0.30355129601517705,23.28648645765627,76.71351354234372,0.1360108798680496,0.0,2.8878747839167667,2.8927678383162863,137.1675738395846,4.111826190940703,11.874439172666184,2.8878747839167667,inf
13,266.2432432432432,7.8789642769895885,5.111413034560653,0,0.0,0,0.0,5.1478150704935,267.0,32,0.019335007370648617,0.029593105090713105,225.55506530786414,244.89795918367346,216.60649819494586,6.761750728317176,inf,,0.10317648411435318,0.24811597691549853,0.4158397431596767,29.370537532140656,70.62946246785936,0.3512924610298517,0.0,2.870576612119223,2.7903755377851365,120.82073742420191,3.6655842558189735,10.522340434506393,2.870576612119223,1.4469189829363254
14,272.46666666666664,8.110161073842994,5.73928200276422,0,0.0,0,0.0,5.759549790834648,272.5,32,0.02113854829031557,0.029765700050806195,220.40105670489012,235.2941176470588,209.05923344947735,6.517475620463094,inf,,0.07286957928781533,0.1959514051926718,0.37187576795463834,27.107102307745883,72.89289769225411,0.26882098448048714,0.0,2.590741936712153,2.849469237839029,110.8845023366748,4.130118857054723,10.700072126577338,2.590741936712153,inf
15,282.2142857142857,26.485995101334904,23.88110697252529,1,3.7037037037037037,4,14.814814814814815,23.93664477246055,275.5,132,0.08481726823954637,0.09385065335831147,214.19258480141792,260.8695652173913,165.74585635359117,17.449187573076717,14.0,,1.6252329817368614,3.9777340629957223,0.40858261412098057,29.00664895512392,70.99335104487608,5.6029670447325834,0.0,1.9333857240318624,3.9619078186255527,257.29519186325194,17.20816906649521,33.27002840988854,1.9333857240318624,0.3657247794586503
