id,absolute_maximum,absolute_sum_of_changes,benford_correlation,cid_ce,count_above_mean,count_below_mean,kurtosis,longest_strike_above_mean,longest_strike_below_mean,mean_abs_change,mean_second_derivative_central,number_crossing_0.0,number_crossing_0.5,number_crossing_-0.5,number_crossing_1.0,number_crossing_-1.0,ratio_value_number_to_time_series_length,root_mean_square,skewness,standard_deviation,sum_of_reoccurring_data_points,sum_values,value_count,variance_larger_than_standard_deviation,variation_coefficient
0,6.686644554138184,0.0817266426137843,0.9685497065826922,25.469282150268555,0.3188334762896704,0.6811665237103296,5.868714332580566,157.0,147.0,0.0817316472530365,3.654027686399572e-06,0.02554833966425683,0.018196299473103788,0.027692684720009804,0.01703222644283789,0.006371768165665972,0.0438671731405465,0.9999693632125854,2.0923349857330322,0.9999693632125854,-0.031653774441042414,-7.011451903489156e-10,-1426194432.0,0.0,-1426194432.0
1,6.187180995941162,0.05183640605703956,0.9744510662264867,10.180046081542969,0.4345843563661873,0.5654156436338127,6.734584331512451,218.0,183.0,0.05184246599674225,-6.319497596616703e-05,0.023149772009821115,0.01707003390623173,0.01800537822986087,0.010288787559920496,0.0116918040453642,0.09224833391792353,0.9999415278434753,1.7204149961471558,0.9999415278434753,-0.06286314880201221,4.906076221428154e-09,203816944.0,0.0,203816944.0
2,7.895135402679443,0.0594961464368826,0.9802604281554574,18.92618179321289,0.4072948328267477,0.5927051671732523,13.103832244873047,240.0,234.0,0.059503380209207535,6.105915250155405e-07,0.019817629179331307,0.009726443768996961,0.01094224924012158,0.007781155015197569,0.007781155015197569,0.11951367781155015,0.9999392032623291,1.329415202140808,0.9999392032623291,-0.034592926418125676,3.913253274007409e-09,255526320.0,0.0,255526320.0
3,4.166738033294678,0.11714120374519617,0.978772918186896,23.748567581176758,0.4615119880692899,0.53848801193071,2.3606343269348145,115.0,141.0,0.11715464293956757,-1.6199468677234047e-06,0.030629803831593437,0.030859240564414362,0.024893885511070322,0.022828954915682,0.017437191694390272,0.13708844786050248,0.9999426007270813,-0.05156625807285309,0.9999426007270813,-0.0016535860731525954,0.0,,0.0,
4,4.497498989105225,0.08393034352334333,0.9908085767717439,18.202083587646484,0.4974001418104467,0.5025998581895533,1.942186951637268,216.0,198.0,0.08394026011228561,-6.284915245452953e-06,0.025762231151028124,0.02233514535570787,0.02221696998345545,0.019262585677144884,0.014181044670290712,0.10730323800519971,0.9999408721923828,-0.4231092929840088,0.9999408721923828,0.012535418112191835,-8.790663753212892e-09,-113750320.0,0.0,-113750320.0
5,8.753856658935547,0.05135433143346874,0.9395610202230998,12.11137580871582,0.26858423608516996,0.73141576391483,33.10573959350586,172.0,263.0,0.05136072635650635,-3.4955091591655785e-06,0.025899638899265345,0.013945959407296725,0.01581372182791682,0.008467189640144441,0.008093637156020421,0.08330220395965633,0.9999377131462097,4.7991156578063965,0.9999377131462097,-0.0990741652502771,0.0,,0.0,
6,7.064558506011963,0.09423445442057587,0.8568401916885436,25.730758666992188,0.3338255338482508,0.6661744661517492,13.365594863891602,89.0,133.0,0.09424515813589096,-9.516802153189705e-06,0.02623807360290777,0.01930940481599273,0.02975920036347115,0.014766015447523853,0.009995456610631531,0.09291231258518855,0.999943196773529,3.111517906188965,0.999943196773529,-0.08973415350312555,-1.0832284375354953e-09,-923113920.0,0.0,-923113920.0
7,4.200803279876709,0.09322015801346109,0.9821342992979379,21.311805725097656,0.38384669644956504,0.616153303550435,2.5678746700286865,158.0,300.0,0.09323111921548843,-2.232989469790167e-05,0.023395250411474253,0.02186691747002116,0.02198448154244063,0.01951563602163179,0.012344227604044205,0.12685163414060663,0.9999412298202515,0.34136101603507996,0.9999412298202515,0.008633683404113109,0.0,,0.0,
8,7.420409679412842,0.08347977626710694,0.876191795151807,38.25257873535156,0.3105723048434697,0.6894276951565302,22.003662109375,137.0,269.0,0.08348460495471954,-4.087095218121754e-05,0.024130548000694405,0.016839303281060123,0.01886464903651409,0.009548058561425843,0.008795787280828657,0.05161738325328395,0.9999710917472839,3.980398416519165,0.9999710917472839,-0.057570279915328544,-1.5452161830550893e-09,-647139904.0,0.0,-647139904.0
9,5.302539348602295,0.06625317143118374,0.9888395762481121,7.25598669052124,0.36397268070574845,0.6360273192942516,5.437612056732178,122.0,218.0,0.06627202779054642,-4.501321728517363e-06,0.030449630051223676,0.01821286283437678,0.02703471826977803,0.009675583380762664,0.014797951052931132,0.21485486624928857,0.9998576641082764,2.009387254714966,0.9998576641082764,-0.14921132716462632,-2.171142439171884e-09,-460521472.0,0.0,-460521472.0
