id,binned_entropy,fourier_entropy,permutation_entropy
0,2.1280141236276204,0.6368076923857148,3.59437444867804
1,2.269356309520482,0.2499576413147951,3.5023911708114226
2,1.5133493421217292,0.5381962155726103,2.8169013803110508
3,2.4157747299360897,0.8948253930974677,3.07597970352315
4,2.373058985861286,0.5224866512221371,3.1101497173556667
5,1.531160658180667,0.22636345757853585,4.276423883108626
6,1.9103165322980795,0.9630880159461918,3.246251047269479
7,2.3490385281893262,0.7402124450648414,3.0819026614866916
8,1.6558424781734227,1.010632734193171,3.8534256615905473
9,2.4128835290711836,0.35068875801806315,4.173782896762947
10,1.4936372058579686,0.7092856472615026,3.737451683940664
11,2.0421855385361716,0.7581986892222426,3.915116361570096
12,1.708106147810429,0.9494486758308929,3.2259997352715093
13,2.0334844093208684,0.7920721290786998,2.994431112548913
14,1.7241254114220703,0.5501817118915533,4.359120102920775
15,1.1812264356623872,0.7668476640793824,3.2982803985079086
16,2.5527133224088256,0.32513963502578147,3.5753014274432102
17,2.216180650885695,0.7831158574806667,3.3976837621938363
18,1.7223901096885403,0.746820266572727,3.9688299508724354
19,2.43082540517575,0.4242929022233423,2.6131303251628393
20,1.8355287889056016,0.8821202310793622,4.065652071042335
21,2.3336911554280446,0.46892769449465366,3.2405059273755135
22,1.88893380380983,0.657764027681822,3.794277031981594
23,1.9841794400542394,0.7032977943748859,3.0023762320456195
24,1.9914496794520793,0.7440860427472149,3.6153713274367054
25,1.7459906551984687,0.6815800210494836,3.754811193016322
26,1.8680595644599711,0.5717922843565576,3.5290920800079877
27,2.052239190639492,0.716678355884271,3.0650952075379867
28,2.350372675459766,0.677523833888518,3.1973182114029974
29,2.1087754398203047,0.8539370144933536,2.679422848480542
30,2.122901155256796,0.7347470592884792,4.619640083322381
31,2.0936105453822043,0.17046735378874556,3.1112633744225477
32,2.0256938208299866,0.808575840991659,3.573189781113925
33,2.6841646099057206,0.18121382170440362,3.652685272999687
34,2.3711061925072543,0.7061003857534355,3.478645656869162
35,2.4794442781945607,0.2156169896628778,2.9688156007857494
36,2.1625188613406525,0.8197187451294995,4.0503829392142485
37,2.0296831982601344,0.6550167071480033,3.610791262628931
38,1.7463587526045823,0.35707948299143794,3.664911892560724
39,2.452521433606536,0.48125625513965264,3.4893960186338555
40,1.5420429751031706,0.7253273307414109,3.5210539102905383
41,1.8637859587256516,0.8391141879022975,3.9548680283249262
42,1.9436938345545653,0.6649909089717235,3.6209993344051905
43,1.8330691279820208,0.8928666989950202,4.306606742699792
44,1.401642511352411,0.5027491909709688,3.4033545719141527
45,1.8045401176179363,0.7869185063434602,3.392952983735761
46,2.4564890387579887,0.3057282042176629,4.24110572283838
47,1.7863452233831238,0.660978734099203,3.289786391693521
48,1.7467418083741382,0.5911877271293555,3.327949413467678
49,2.072257661992284,0.5520673715472858,3.665449677967981
50,2.419017221371228,0.43526420763308665,3.0976394263451947
51,2.228396128259901,0.4273953501180107,2.775872502434292
52,1.6793579672789185,0.6074380477891967,3.3290799109063975
53,1.6523947108245536,0.7668476640793824,4.129407924991258
54,1.7411380000618586,0.7107077408287409,3.404292109506981
55,1.6473644329208326,0.32299406367009187,3.1616750594980507
56,2.2007304551339173,0.8830003067759483,3.0545747548866933
57,1.9236803027439402,0.9765248855501167,3.347613509540671
58,1.1687756635265953,0.4567571434644028,3.9029993837269186
59,1.9451107542218202,0.36334584173899703,3.3670733267407997
60,1.5768568126745846,0.4763794132786413,3.4020560766242958
61,2.1173215187543493,0.43668829074767945,3.6630461650317163
62,1.5099754750672087,0.18121382170440362,3.429200424906535
