0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.0,0.0,0.0,0.8108633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25099498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8562016,0.31390423,0.0,0.18960157,0.0,0.0,0.0,0.0,0.0,1.1256858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14239037,0.0,0.13587119,0.61878365,0.17754695,0.806034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8295396,0.33543587,1.2266247,0.74218214,0.0,0.0,0.0,0.6608329,0.0,0.19274306,0.0,0.0,0.026082294,0.0,1.2680745,0.0,0.0,0.64543754,0.0,0.0,0.0,0.0,0.090625435,0.0,0.26666093,0.89012516,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.31065714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84634525,0.0,0.24828294,0.0,0.0,0.0,0.0,0.0,0.7884599,0.0,0.0,0.44834706,0.0,0.0,0.0,0.0,0.0,0.28687978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15475118,0.0,0.40838972,0.0,1.095393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788116,0.0,1.0913242,0.3078411,0.0,0.0,0.0,0.4148216,0.0,0.21936259,0.0,0.0,0.0,0.0,0.7312114,0.0,0.0,0.14215213,0.0,0.0,0.0,0.028300583,0.0,0.0,0.6525415,0.16562285,0.0,0.008705065,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8103044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25068018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8554472,0.3145338,0.0,0.18867886,0.0,0.0,0.0,0.0,0.0,1.1283617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14325573,0.0,0.13638026,0.6193409,0.17900604,0.80610144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82933503,0.33582807,1.2263852,0.7428572,0.0,0.0,0.0,0.66220963,0.0,0.19274324,0.0,0.0,0.02714491,0.0,1.269301,0.0,0.0,0.64711124,0.0,0.0,0.0,0.0,0.09195112,0.0,0.26619166,0.8906454,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5148982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76362276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9436854,0.0,0.0,0.37693647,0.0,0.0,0.0,0.0,0.0,0.11879563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16650268,0.0,0.28834158,0.0,1.018982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9245178,0.0,1.2130821,0.40819293,0.0,0.0,0.0,0.3508552,0.0,0.14712888,0.0,0.0,0.0,0.0,0.8036779,0.0,0.0,0.0,0.0,0.0,0.0,0.1524291,0.0,0.0,0.7030307,0.10846488,0.0,0.018582158,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.66267174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0767956,0.0,0.0,0.30645472,0.0,0.0,0.0,0.0,0.0,0.31191993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07909822,0.0,0.3313992,0.0,0.9836803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9294144,0.029420234,1.2817742,0.58505803,0.0,0.0,0.0,0.38451594,0.0,0.22309716,0.0,0.0,0.0,0.0,0.99001205,0.0,0.0,0.0,0.0,0.0,0.0,0.041711718,0.0,0.0,0.5392026,0.4227198,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5852265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69532794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0086808,0.0,0.0,0.3830605,0.0,0.0,0.0,0.0,0.0,0.072782464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13912459,0.0,0.26569802,0.0,1.035786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95056957,0.0,1.250617,0.445478,0.0,0.0,0.0,0.3170313,0.0,0.16305771,0.0,0.0,0.0,0.00431675,0.8383014,0.0,0.0,0.0,0.0,0.0,0.0,0.15644872,0.0,0.0,0.64838904,0.12962218,0.0,0.020553678,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8137225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25372577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8607301,0.3067114,0.0,0.19597584,0.0,0.0,0.0,0.0,0.0,1.1084607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375001,0.0,0.1323641,0.61413354,0.17184874,0.8049368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8261278,0.33541298,1.2268527,0.7382427,0.0,0.0,0.0,0.65146184,0.0,0.19172737,0.0,0.0,0.021870526,0.0,1.2634273,0.0,0.0,0.6364409,0.0,0.0,0.0,0.0,0.08546105,0.0,0.26955855,0.88396895,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8122989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2704537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8815095,0.24929827,0.0,0.25205866,0.0,0.0,0.0,0.0,0.0,0.9852105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073332295,0.0,0.10723282,0.5753691,0.0777617,0.80378836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8592109,0.28084552,1.2339131,0.6857692,0.0,0.0,0.0,0.5852369,0.0,0.19858223,0.0,0.0,0.0,0.0,1.1944749,0.0,0.0,0.5420174,0.0,0.0,0.0,0.0,0.0,0.0,0.3047173,0.8346976,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3643139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8213194,0.0,0.1022136,0.0,0.0,0.0,0.0,0.0,0.8209507,0.0,0.0,0.45855018,0.0,0.0,0.0,0.0,0.0,0.14448805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14415222,0.0,0.29917556,0.0,1.0561863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8376102,0.0,1.1594887,0.29015008,0.0,0.0,0.0,0.2859529,0.0,0.22704577,0.0,0.0,0.0,0.04781867,0.7462026,0.0,0.0,0.015161999,0.0,0.0,0.0,0.11757363,0.0,0.0,0.6730796,0.0646106,0.0,0.0032654698,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.81043756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25091803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8561116,0.3138517,0.0,0.18934664,0.0,0.0,0.0,0.0,0.0,1.1267254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14226902,0.0,0.13621628,0.6187863,0.17791232,0.8063999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8308064,0.3350246,1.2271045,0.7423966,0.0,0.0,0.0,0.66144395,0.0,0.19334126,0.0,0.0,0.026461089,0.0,1.2683735,0.0,0.0,0.64533144,0.0,0.0,0.0,0.0,0.09081518,0.0,0.2668472,0.89058995,0.0,0.0,0.0,0.0,0.0,0.0
